problem_index,problem_text,matched_topic_id,matched_topic,similarity_score
80,"Rayleigh-Norden 곡선의 노력 분포도를 이용한 프로젝트 비용 산정기법은?
Putnam 모형
이 문제는 소프트웨어 개발 프로젝트의 비용을 산정하는 기법 중 하나인 Rayl...",47,"소프트웨어 생명주기 모델, 소프트웨어 개발 방법론, 요구공학 방법론, 비용산정 모델 등을 포함한 소프트웨어개발 방법론 선정에 관한 주제입니다.",0.63027406
81,"메모리상에서 프로그램의 복귀 주소와 변수사이에 특정 값을 저장해 두었다가 그 값이 변경되었을 경우 오버플로우 상태로 가정하여 프로그램 실행을 중단하는 기술은?
스택가드
프로그램이 ...",12,"프로시저, 프로그램 디버깅, 단위테스트 도구 등을 포함한 데이터 조작 프로시저 작성에 관한 주제입니다.",0.54162645
82,"백도어 탐지 방법으로 틀린 것은?
닫힌 포트 확인
백도어는 악의적인 목적으로 시스템에 숨겨진 비밀 통로입니다.  공격자는 이를 통해 시스템에 무단으로 접근하여 데이터를 탈취하거나 ...",54,"암호 알고리즘, 코드오류, 캡슐화, API 오용 등을 포함한 SW개발 보안 구현에 관한 주제입니다.",0.61873007
83,"IP 또는 ICMP의 특성을 악용하여 특정 사이트에 집중적으로 데이터를 보내 네트워크 또는 시스템의 상태를 불능으로 만드는 공격 방법은?
Smurfing
이 문제는 네트워크 공격 ...",55,"서비스 공격 유형, 서버 인증, 서버 접근통제, 보안 아키텍처, 보안 Framework 등을 포함한 시스템 보안 설계에 관한 주제입니다.",0.57849056
84,"CMM(Capability Maturity Model) 모델의 레벨로 옳지 않은 것은?
계획단계
CMM(Capability Maturity Model)은 소프트웨어 개발 조직의 성...",21,"알고리즘, 소스코드 품질분석 도구, 코드 최적화 등을 포함한 애플리케이션 성능 개선에 관한 주제입니다.",0.5733048
85,"웹과 컴퓨터 프로그램에서 용량이 적은 데이터를 교환하기 위해 데이터 객체를 속성·값의 쌍 형태로 표현하는 형식으로 자바스크립트(JavaScript)를 토대로 개발되어진 형식은?
J...",25,"트리거, 이벤트, 사용자 정의 함수, SQL 문법 등을 포함한 절차형 SQL 작성에 관한 주제입니다.",0.62255454
86,"크래커가 침입하여 백도어를 만들어 놓거나, 설정 파일을 변경했을 때 분석하는 도구는?
tripwire
시스템의 무결성을 감시하는 도구에 대한 문제입니다.  크래커가 시스템에 침입하...",55,"서비스 공격 유형, 서버 인증, 서버 접근통제, 보안 아키텍처, 보안 Framework 등을 포함한 시스템 보안 설계에 관한 주제입니다.",0.6441676
87,"소프트웨어 개발 프레임워크를 적용할 경우 기대효과로 거리가 먼 것은?
시스템 복잡도 증가
소프트웨어 개발 프레임워크는 소프트웨어 개발 과정을 체계화하고 효율성을 높이기 위한 일종의...",6,"설계 모델링, 소프트웨어 아키텍처, 재사용, 모듈화, 결합도, 응집도 등을 포함한 공통 모듈 설계에 관한 주제입니다.",0.66738504
88,"COCOMO model 중 기관 내부에서 개발된 중소 규모의 소프트웨어로 일괄 자료 처리나 과학기술 계산용, 비즈니스 자료 처리용으로 5만 라인 이하의 소프트웨어를 개발하는 유형은...",47,"소프트웨어 생명주기 모델, 소프트웨어 개발 방법론, 요구공학 방법론, 비용산정 모델 등을 포함한 소프트웨어개발 방법론 선정에 관한 주제입니다.",0.69804156
89,"여러 개의 독립된 통신장치가 UWB(Ultra Wideband)기술 또는 블루투스 기술을 사용하여 통신망을 형성하는 무선 네트워크 기술은?
PICONET
문제에서 여러 개의 독립된...",49,"IT 신기술 및 네트워크 장비 트렌드 정보, 네트워크 장비(라우터, 백본 스위치 등) 등을 포함한 네트워크 구축 관리에 관한 주제입니다.",0.62930644
90,"프로토타입을 지속적으로 발전시켜 최종 소프트웨어 개발까지 이르는 개발방법으로 위험관리가 중심인 소프트웨어 생명주기 모형은?
나선형 모형
이 문제는 소프트웨어 개발 방법론 중 프로토...",47,"소프트웨어 생명주기 모델, 소프트웨어 개발 방법론, 요구공학 방법론, 비용산정 모델 등을 포함한 소프트웨어개발 방법론 선정에 관한 주제입니다.",0.76222867
91,"다음이 설명하는 용어로 옳은 것은?
            - 오픈 소스를 기반으로 한 분산 컴퓨팅 플랫폼이다.
- 일반 PC급 컴퓨터들로 가상화된 대형 스토리지를 형성한다.
- 다...",51,"IT 신기술 및 서버장비 트렌드 정보, 서버장비 운영(Secure-OS, 운영체제, NAS, DAS, SAN, 고가용성 등) 등을 포함한 HW 구축 관리에 관한 주제입니다.",0.6494578
92,"소인수 분해 문제를 이용한 공개키 암호화 기법에 널리 사용되는 암호 알고리즘 기법은?
RSA
이 문제는 소인수분해 문제를 이용한 공개키 암호화 기법에 대해 묻고 있습니다.  공개키...",54,"암호 알고리즘, 코드오류, 캡슐화, API 오용 등을 포함한 SW개발 보안 구현에 관한 주제입니다.",0.65081245
93,"LOC 기법에 의하여 예측된 총 라인수가 50000라인, 프로그래머의 월 평균 생산성이 200라인, 개발에 참여할 프로그래머가 10인 일 때, 개발 소요 기간은?
25개월
이 문제...",12,"프로시저, 프로그램 디버깅, 단위테스트 도구 등을 포함한 데이터 조작 프로시저 작성에 관한 주제입니다.",0.58889776
94,"최대 홉수를 15로 제한한 라우팅 프로토콜은?
RIP
라우팅 프로토콜은 네트워크 상의 두 지점 간 최적의 경로를 찾아주는 프로토콜입니다.  각 프로토콜은 최대 홉수(한 패킷이 목적...",45,"인터넷 구성의 개념, 네트워크 7계층, IP, TCP/UDP 등을 포함한 네트워크 기초 활용에 관한 주제입니다.",0.5146867
95,"컴퓨터 사용자의 키보드 움직임을 탐지해 ID, 패스워드 등 개인의 중요한 정보를 몰래 빼가는 해킹 공격은?
Key Logger Attack
이 문제는 컴퓨터 사용자의 키보드 입력을...",54,"암호 알고리즘, 코드오류, 캡슐화, API 오용 등을 포함한 SW개발 보안 구현에 관한 주제입니다.",0.53288186
96,"테일러링(Tailoring) 개발 방법론의 내부 기준에 해당하지 않는 것은?
국제표준 품질기준
테일러링(Tailoring) 개발 방법론은 표준적인 소프트웨어 개발 방법론을 특정 프...",48,"소프트웨어 개발 표준, 테일러링 기준, 소프트웨어 개발 프레임워크 등을 포함한 소프트웨어개발 방법론 테일러링에 관한 주제입니다.",0.7538761
97,"폭포수 모형의 특징으로 거리가 먼 것은
개발 중 발생한 요구사항을 쉽게 반영할 수 있다.
폭포수 모형은 소프트웨어 개발 과정을 여러 단계로 나누어 순차적으로 진행하는 방식입니다. ...",47,"소프트웨어 생명주기 모델, 소프트웨어 개발 방법론, 요구공학 방법론, 비용산정 모델 등을 포함한 소프트웨어개발 방법론 선정에 관한 주제입니다.",0.6587918
98,"다음 설명의 정보보안 침해 공격 관련 용어는?
            죄송하지만, 이미지에 대한 정보를 전달할 수 없습니다. 이 이미지와 관련되어 도움이 필요하시다면 다른 방식으로 ...",54,"암호 알고리즘, 코드오류, 캡슐화, API 오용 등을 포함한 SW개발 보안 구현에 관한 주제입니다.",0.55082655
99,"시스템 내의 정보는 오직 인가된 사용자만 수정할 수 있는 보안 요소는?
무결성
시스템 내 정보의 무결성이란 정보의 정확성과 신뢰성을 유지하는 것을 의미합니다.  즉, 정보가 허락되...",53,"Secure SDLC(Software Development Life Cycle), 입력데이터 검증 및 표현, 보안기능(인증, 접근제어, 기밀성, 권한 관리 등), 에러처리, 세션통제 등을 포함한 SW개발 보안 설계에 관한 주제입니다.",0.5723121
100,"요구사항 분석 시에 필요한 기술로 가장 거리가 먼 것은?
설계 및 코딩 기술
요구사항 분석은 사용자의 요구를 정확하게 파악하고 시스템에 반영하는 과정입니다.  이 과정에는 사용자와...",2,"요구 분석 기법, UML, 애자일(Agile) 등을 포함한 요구사항 확인에 관한 주제입니다.",0.77285165
101,"다음 내용이 설명하는 디자인 패턴은?
            - 객체를 생성하기 위한 인터페이스를 정의하며 어떤 클래스가 인스턴스화 될 것인지는 서브 클래스가 결정하도록 하는 것
-...",7,"객체지향(OOP), 디자인 패턴 등을 포함한 객체지향 설계에 관한 주제입니다.",0.73444563
102,"럼바우 객체 지향 분석과 거리가 먼 것은?
정적 모델링
럼바우 객체 지향 분석은 시스템을 객체들의 상호작용으로 모델링하는 방법입니다.  객체는 데이터(속성)와 그 데이터를 조작하는...",30,"데이터모델 개념, 개체-관계(E-R)모델, 논리적 데이터모델링, 데이터베이스 정규화, 논리 데이터모델 품질검증 등을 포함한 데이터모델링 및 설계에 관한 주제입니다.",0.7290597
103,"애자일 기법에 대한 설명으로 맞지 않은 것은?
계획에 중점을 두어 변경 대응이 난해하다.
애자일 기법은 소프트웨어 개발 방식 중 하나로,  변화에 유연하게 대처하고 고객 만족도를 ...",47,"소프트웨어 생명주기 모델, 소프트웨어 개발 방법론, 요구공학 방법론, 비용산정 모델 등을 포함한 소프트웨어개발 방법론 선정에 관한 주제입니다.",0.61351573
104,"미들웨어 솔루션의 유형에 포함되지 않는 것은?
Web Server
이 문제는 미들웨어 솔루션의 종류를 묻고 있습니다. 미들웨어는 애플리케이션과 운영체제 사이에서 동작하며 애플리케이...",16,"애플리케이션 패키징, 애플리케이션 배포 도구, 애플리케이션 모니터링 도구, DRM 등을 포함한 제품소프트웨어 패키징에 관한 주제입니다.",0.6901415
105,"UML에서 시퀀스 다이어그램의 구성 항목에 해당하지 않는 것은?
확장
UML 시퀀스 다이어그램은 시스템 구성 요소 간의 상호 작용을 시간 순서대로 보여주는 다이어그램입니다.  생명...",11,"스택, 큐, 리스트 등 등을 포함한 자료구조에 관한 주제입니다.",0.6323464
106,"객체지향에서 정보 은닉과 가장 밀접한 관계가 있는 것은?
Encapsulation
객체지향 프로그래밍에서 정보 은닉(Data Hiding)이란, 객체 내부의 데이터를 외부에서 직접...",53,"Secure SDLC(Software Development Life Cycle), 입력데이터 검증 및 표현, 보안기능(인증, 접근제어, 기밀성, 권한 관리 등), 에러처리, 세션통제 등을 포함한 SW개발 보안 설계에 관한 주제입니다.",0.6266573
107,"디자인 패턴 중에서 행위적 패턴에 속하지 않는 것은?
프로토타입 (Prototype) 패턴
디자인 패턴은 소프트웨어 개발에서 자주 발생하는 문제에 대한 재사용 가능한 해결책을 제공...",7,"객체지향(OOP), 디자인 패턴 등을 포함한 객체지향 설계에 관한 주제입니다.",0.77604586
108,"UI 설계 원칙 중 누구나 쉽게 이해하고 사용할 수 있어야 한다는 원칙은?
직관성
UI 설계의 핵심 목표는 사용자가 쉽고 편리하게 시스템을 이용할 수 있도록 하는 것입니다.  마치...",5,"감성공학, UI 설계 도구 등을 포함한 UI 설계에 관한 주제입니다.",0.6770294
109,"코드의 기본 기능으로 거리가 먼 것은?
복잡성
코드의 기본 기능은 데이터를 처리하고 특정 작업을 수행하는 데 있습니다.  코드는 데이터를 분류하고, 특정 데이터를 식별하며, 표준화...",10,"내외부 송수신, 데이터 명세화, 오류 처리방안 명세화, 인터페이스 설계, 미들웨어 솔루션 등을 포함한 인터페이스 상세 설계에 관한 주제입니다.",0.6191572
110,"다음 ( ) 안에 들어갈 내용으로 옳은 것은?
            컴포넌트 설계 시 ""(        )에 의한 설계""를 따를 경우, 해당 명세서는
(1) 컴포넌트의 오퍼레이션 ...",24,"설계 산출물, 인터페이스 명세서 등을 포함한 인터페이스 구현 검증에 관한 주제입니다.",0.7161609
111,"UML에서 활용되는 다이어그램 중, 시스템의 동작을 표현하는 행위(Behavioral) 다이어그램에 해당하지 않는 것은?
배치 다이어그램(Deployment Diagram)
이 문...",10,"내외부 송수신, 데이터 명세화, 오류 처리방안 명세화, 인터페이스 설계, 미들웨어 솔루션 등을 포함한 인터페이스 상세 설계에 관한 주제입니다.",0.6696423
112,"객체 지향 소프트웨어 공학에서 하나 이상의 유사한 객체들을 묶어서 하나의 공통된 특성을 표현한 것은?
클래스
객체 지향 소프트웨어 공학은 현실 세계의 개념을 객체라는 단위로 모델링...",6,"설계 모델링, 소프트웨어 아키텍처, 재사용, 모듈화, 결합도, 응집도 등을 포함한 공통 모듈 설계에 관한 주제입니다.",0.71018636
113,"아래의 UML 모델에서 '차' 클래스와 각 클래스의 관계로 옳은 것은?
            ```
차
 └── 버스
 └── 트럭
 └── 택시
```
        
일반화 관...",30,"데이터모델 개념, 개체-관계(E-R)모델, 논리적 데이터모델링, 데이터베이스 정규화, 논리 데이터모델 품질검증 등을 포함한 데이터모델링 및 설계에 관한 주제입니다.",0.64649904
