problem_index,problem_text,top_matches
21,"White Box Testing 에 대한 설명으로 옳지 않은 것은?
Base Path Testing, Boundary Value Analysis가 대표적인 기법이다.
화이트박스 테...","[{'rank': 1, 'topic_id': 20, 'topic_description': '결함관리 도구, 테스트 자동화 도구, 통합 테스트를 포함한 애플리케이션 통합 테스트는 모듈 간 상호작용을 검증하는 주제입니다. 시스템 전체의 안정성을 보장합니다.', 'combined_score': 0.6795730705078722, 'sbert_score': 0.5994663, 'keyword_score': 0.04039686203360991}, {'rank': 2, 'topic_id': 12, 'topic_description': '프로시저, 프로그램 디버깅, 단위테스트 도구를 포함한 데이터 조작 프로시저 작성은 데이터 처리 로직을 구현하는 주제입니다. 코드 안정성을 위해 디버깅과 테스트를 수행합니다.', 'combined_score': 0.5765500063974353, 'sbert_score': 0.65735084, 'keyword_score': 0.010234406057978781}, {'rank': 3, 'topic_id': 24, 'topic_description': '설계 산출물, 인터페이스 명세서를 포함한 인터페이스 구현 검증은 인터페이스 구현 결과를 검증하는 주제입니다. 명세서와의 일치성을 확인해 품질을 보장합니다.', 'combined_score': 0.5726150375441248, 'sbert_score': 0.5942902, 'keyword_score': 0.019629417031119686}]"
22,"소프트웨어 품질 측정을 위해 개발자 관점에서 고려해야 할 항목으로 거리가 먼 것은?
간결성
소프트웨어 품질을 측정할 때 개발자는 여러 가지 요소를 고려합니다.  정확성은 소프트웨어...","[{'rank': 1, 'topic_id': 17, 'topic_description': '제품소프트웨어 매뉴얼 작성, 국제 표준 제품 품질 특성을 포함한 매뉴얼 작성은 사용자와 개발자를 위한 문서를 작성하는 주제입니다. ISO/IEC 품질 표준을 준수해 명확성을 확보합니다.', 'combined_score': 0.6847411292059835, 'sbert_score': 0.639405, 'keyword_score': 0.10336104047777425}, {'rank': 2, 'topic_id': 34, 'topic_description': '물리데이터 모델 품질 기준, E-R 다이어그램, CRUD 분석, SQL 성능 튜닝을 포함한 물리데이터 모델 품질 검토는 데이터베이스 설계의 품질을 검증하는 주제입니다. 성능과 구조를 최적화합니다.', 'combined_score': 0.6627232549898862, 'sbert_score': 0.57840407, 'keyword_score': 0.11934276219587758}, {'rank': 3, 'topic_id': 6, 'topic_description': '설계 모델링, 소프트웨어 아키텍처, 재사용, 모듈화, 결합도, 응집도를 포함한 공통 모듈 설계는 소프트웨어의 재사용 가능한 구성 요소를 설계하는 주제입니다. 모듈 간 독립성을 높이고 시스템 구조를 최적화합니다.', 'combined_score': 0.6042850878398885, 'sbert_score': 0.67738175, 'keyword_score': 0.03722281941781958}]"
23,"인터페이스 구현 검증도구 중 아래에서 설명하는 것은?
            - 서비스 호출, 컴포넌트 재사용 등 다양한 환경을 지원하는 테스트 프레임워크
- 각 테스트 대상 분산 ...","[{'rank': 1, 'topic_id': 19, 'topic_description': '테스트 케이스, 테스트 레벨, 테스트 시나리오, 테스트 지식 체계를 포함한 애플리케이션 테스트케이스 설계는 소프트웨어 품질을 검증하는 주제입니다. 체계적인 테스트 계획을 수립합니다.', 'combined_score': 0.7989651083137709, 'sbert_score': 0.74870634, 'keyword_score': 0.24736576829297802}, {'rank': 2, 'topic_id': 20, 'topic_description': '결함관리 도구, 테스트 자동화 도구, 통합 테스트를 포함한 애플리케이션 통합 테스트는 모듈 간 상호작용을 검증하는 주제입니다. 시스템 전체의 안정성을 보장합니다.', 'combined_score': 0.7548710063121451, 'sbert_score': 0.77982455, 'keyword_score': 0.1620386316117356}, {'rank': 3, 'topic_id': 23, 'topic_description': '인터페이스 보안, 소프트웨어 연계 테스트를 포함한 인터페이스 기능 구현은 인터페이스를 실제로 구현하는 주제입니다. 보안성과 연계성을 테스트해 안정성을 확보합니다.', 'combined_score': 0.6779988549340504, 'sbert_score': 0.7720711, 'keyword_score': 0.07463268684418292}]"
24,"EAI(Enterprise Application Integration)의 구축 유형으로 옳지 않은 것은?
Tree
EAI(Enterprise Application Integrati...","[{'rank': 1, 'topic_id': 52, 'topic_description': 'IT 신기술, 데이터베이스 관리 기능, 표준화를 포함한 DB 구축 관리는 데이터베이스 시스템을 설계하고 관리하는 주제입니다. 데이터 관리의 효율성을 높입니다.', 'combined_score': 0.6255077354525926, 'sbert_score': 0.53554225, 'keyword_score': 0.06924602028646923}, {'rank': 2, 'topic_id': 35, 'topic_description': '초기데이터 구축, ETL, 파일 처리 기술을 포함한 데이터 전환 기술은 데이터를 새로운 시스템으로 전환하는 주제입니다. 데이터 무결성과 효율적인 마이그레이션을 보장합니다.', 'combined_score': 0.5951913413539655, 'sbert_score': 0.49398917, 'keyword_score': 0.07027415577119768}, {'rank': 3, 'topic_id': 38, 'topic_description': '개발환경 구축, 서버 개발 프레임워크를 포함한 개발환경 구축은 소프트웨어 개발을 위한 인프라를 준비하는 주제입니다. 개발 효율성과 안정성을 지원합니다.', 'combined_score': 0.5903820029282261, 'sbert_score': 0.5207932, 'keyword_score': 0.061049774562334555}]"
25,"다음 트리를 전위 순회(preorder traversal)한 결과는?
            ```
         +
        / \
       *   E
      / \...","[{'rank': 1, 'topic_id': 11, 'topic_description': '스택, 큐, 리스트, 트리, 그래프를 포함한 자료구조는 데이터 저장과 처리의 효율성을 높이는 주제입니다. 알고리즘과 구조를 활용해 검색, 정렬, 순회 등의 작업을 최적화합니다.', 'combined_score': 0.6496482906365686, 'sbert_score': 0.56206036, 'keyword_score': 0.08474388490591553}, {'rank': 2, 'topic_id': 36, 'topic_description': '데이터 전환 수행 계획, 체크리스트, 데이터 검증을 포함한 데이터 전환 수행은 데이터 마이그레이션을 실행하는 주제입니다. 전환 과정의 정확성을 검증합니다.', 'combined_score': 0.42187830805778503, 'sbert_score': 0.52734786, 'keyword_score': 0.0}, {'rank': 3, 'topic_id': 1, 'topic_description': '플랫폼 기능, 성능 특성, 운영체제, 네트워크, DBMS, 비즈니스융합분석을 포함한 현행 시스템 분석은 시스템의 하드웨어 및 소프트웨어 구성, 성능, 인터페이스를 평가하는 주제입니다. 이를 통해 시스템의 병목 현상을 식별하고 최적화 방안을 도출합니다.', 'combined_score': 0.3869108263631329, 'sbert_score': 0.46796584, 'keyword_score': 0.005312651542576092}]"
26,"인터페이스 보안을 위해 네트워크 영역에 적용될 수 있는 솔루션과 거리가 먼 것은?
SMTP
이 문제는 인터페이스 보안을 위해 네트워크 영역에 적용될 수 있는 솔루션을 묻고 있습니다...","[{'rank': 1, 'topic_id': 45, 'topic_description': '인터넷 구성, 네트워크 7계층, IP, TCP/UDP를 포함한 네트워크 기초 활용은 네트워크 구조와 프로토콜을 이해하는 주제입니다. 데이터 통신의 기초를 다룹니다.', 'combined_score': 0.6985004364356349, 'sbert_score': 0.62312555, 'keyword_score': 0.1838513901032882}, {'rank': 2, 'topic_id': 49, 'topic_description': 'IT 신기술, 네트워크 장비(라우터, 백본 스위치)를 포함한 네트워크 구축 관리는 네트워크 인프라를 설계하고 관리하는 주제입니다. 최신 기술을 활용해 안정성을 높입니다.', 'combined_score': 0.6245503305842475, 'sbert_score': 0.5909735, 'keyword_score': 0.1395170370761703}, {'rank': 3, 'topic_id': 53, 'topic_description': 'Secure SDLC, 입력데이터 검증, 인증, 접근제어, 세션통제를 포함한 SW개발 보안 설계는 소프트웨어 개발에서 보안을 강화하는 주제입니다. 보안 취약점을 최소화합니다.', 'combined_score': 0.5805650325376598, 'sbert_score': 0.5538553, 'keyword_score': 0.12638017420852357}]"
27,"평가 점수에 따른 성적부여는 다음 표와 같다. 이를 구현한 소프트웨어를 경계값 분석 기법으로 테스트 하고자 할 때 다음 중 테스트 케이스의 입력 값으로 옳지 않은 것은?
     ...","[{'rank': 1, 'topic_id': 19, 'topic_description': '테스트 케이스, 테스트 레벨, 테스트 시나리오, 테스트 지식 체계를 포함한 애플리케이션 테스트케이스 설계는 소프트웨어 품질을 검증하는 주제입니다. 체계적인 테스트 계획을 수립합니다.', 'combined_score': 0.7539031027895975, 'sbert_score': 0.6923789, 'keyword_score': 0.23485659268167997}, {'rank': 2, 'topic_id': 20, 'topic_description': '결함관리 도구, 테스트 자동화 도구, 통합 테스트를 포함한 애플리케이션 통합 테스트는 모듈 간 상호작용을 검증하는 주제입니다. 시스템 전체의 안정성을 보장합니다.', 'combined_score': 0.5183232522730249, 'sbert_score': 0.5737896, 'keyword_score': 0.06962509345669382}, {'rank': 3, 'topic_id': 12, 'topic_description': '프로시저, 프로그램 디버깅, 단위테스트 도구를 포함한 데이터 조작 프로시저 작성은 데이터 처리 로직을 구현하는 주제입니다. 코드 안정성을 위해 디버깅과 테스트를 수행합니다.', 'combined_score': 0.5108229517936707, 'sbert_score': 0.6385287, 'keyword_score': 0.0}]"
28,"반정규화(Denormalization) 유형중 중복 테이블을 추가하는 방법에 해당하지 않는 것은?
빌드 테이블의 추가
반정규화는 데이터베이스의 성능을 향상시키기 위해 정규화된 데이...","[{'rank': 1, 'topic_id': 27, 'topic_description': 'DDL, 관계형 데이터 모델, 트랜잭션, 테이블, 데이터 사전을 포함한 기본 SQL 작성은 데이터베이스 구조를 정의하는 주제입니다. 기본적인 테이블 생성과 관리 기술을 다룹니다.', 'combined_score': 0.6791633782698251, 'sbert_score': 0.5989542, 'keyword_score': 0.09649179466404867}, {'rank': 2, 'topic_id': 33, 'topic_description': '데이터베이스 무결성, 칼럼 속성, 키 종류, 반정규화, 정규화를 포함한 물리 데이터베이스 모델링은 데이터베이스의 물리적 구조를 설계하는 주제입니다. 데이터 일관성을 유지합니다.', 'combined_score': 0.641938265853056, 'sbert_score': 0.59188724, 'keyword_score': 0.08125983033950096}, {'rank': 3, 'topic_id': 37, 'topic_description': '데이터 품질 분석, 오류 데이터 측정을 포함한 데이터 정제는 데이터의 정확성과 완전성을 높이는 주제입니다. 데이터 오류를 식별하고 정정합니다.', 'combined_score': 0.6193737169780134, 'sbert_score': 0.5900893, 'keyword_score': 0.07106729148285296}]"
29,"ISO/IEC 9126의 소프트웨어 품질 특성 중 기능성(Functionlity)의 하위 특성으로 옳지 않은 것은?
학습성
ISO/IEC 9126는 소프트웨어의 품질을 평가하기 위...","[{'rank': 1, 'topic_id': 17, 'topic_description': '제품소프트웨어 매뉴얼 작성, 국제 표준 제품 품질 특성을 포함한 매뉴얼 작성은 사용자와 개발자를 위한 문서를 작성하는 주제입니다. ISO/IEC 품질 표준을 준수해 명확성을 확보합니다.', 'combined_score': 0.756544720916745, 'sbert_score': 0.69568086, 'keyword_score': 0.0953236728980306}, {'rank': 2, 'topic_id': 19, 'topic_description': '테스트 케이스, 테스트 레벨, 테스트 시나리오, 테스트 지식 체계를 포함한 애플리케이션 테스트케이스 설계는 소프트웨어 품질을 검증하는 주제입니다. 체계적인 테스트 계획을 수립합니다.', 'combined_score': 0.6245563864305623, 'sbert_score': 0.724013, 'keyword_score': 0.021612729634313467}, {'rank': 3, 'topic_id': 34, 'topic_description': '물리데이터 모델 품질 기준, E-R 다이어그램, CRUD 분석, SQL 성능 튜닝을 포함한 물리데이터 모델 품질 검토는 데이터베이스 설계의 품질을 검증하는 주제입니다. 성능과 구조를 최적화합니다.', 'combined_score': 0.5685080643632159, 'sbert_score': 0.61563766, 'keyword_score': 0.0362220064802045}]"
30,"다음 트리의 차수(degree)와 단말 노드(terminal node)의 수는?
            ```
        A
       / \
      B   C
     /...","[{'rank': 1, 'topic_id': 7, 'topic_description': '객체지향 프로그래밍(OOP), 디자인 패턴을 포함한 객체지향 설계는 클래스, 상속, 다형성, 캡슐화를 통해 소프트웨어 구조를 설계하는 주제입니다. GoF 디자인 패턴(예: Factory, Singleton)을 활용해 유지보수성을 향상시킵니다.', 'combined_score': 0.5587651820988173, 'sbert_score': 0.44845647, 'keyword_score': 0.007192987758091184}, {'rank': 2, 'topic_id': 11, 'topic_description': '스택, 큐, 리스트, 트리, 그래프를 포함한 자료구조는 데이터 저장과 처리의 효율성을 높이는 주제입니다. 알고리즘과 구조를 활용해 검색, 정렬, 순회 등의 작업을 최적화합니다.', 'combined_score': 0.5413610080310598, 'sbert_score': 0.49860322, 'keyword_score': 0.005124227378301732}, {'rank': 3, 'topic_id': 27, 'topic_description': 'DDL, 관계형 데이터 모델, 트랜잭션, 테이블, 데이터 사전을 포함한 기본 SQL 작성은 데이터베이스 구조를 정의하는 주제입니다. 기본적인 테이블 생성과 관리 기술을 다룹니다.', 'combined_score': 0.5178900147167552, 'sbert_score': 0.45521706, 'keyword_score': 0.005528399698316903}]"
31,"디지털 저작권 관리(DRM)의 기술 요소가 아닌 것은?
방화벽 기술
디지털 저작권 관리(DRM)은 디지털 콘텐츠의 저작권을 보호하기 위한 기술입니다.  쉽게 말해,  내가 만든 음...","[{'rank': 1, 'topic_id': 55, 'topic_description': '서비스 공격 유형, 서버 인증, 접근통제, 보안 아키텍처를 포함한 시스템 보안 설계는 시스템 전체의 보안을 설계하는 주제입니다. 외부 위협에 대응합니다.', 'combined_score': 0.6712762829021265, 'sbert_score': 0.58909535, 'keyword_score': 0.05524348593608097}, {'rank': 2, 'topic_id': 53, 'topic_description': 'Secure SDLC, 입력데이터 검증, 인증, 접근제어, 세션통제를 포함한 SW개발 보안 설계는 소프트웨어 개발에서 보안을 강화하는 주제입니다. 보안 취약점을 최소화합니다.', 'combined_score': 0.6664180166089209, 'sbert_score': 0.6081663, 'keyword_score': 0.04968737260547333}, {'rank': 3, 'topic_id': 16, 'topic_description': '애플리케이션 패키징, 배포 도구, 모니터링 도구, DRM을 포함한 제품소프트웨어 패키징은 소프트웨어를 배포 가능한 형태로 만드는 주제입니다. 안정적인 배포와 저작권 보호를 목표로 합니다.', 'combined_score': 0.6196005548998563, 'sbert_score': 0.6334624, 'keyword_score': 0.03116577830634487}]"
